student_id,programming_score,mathematics_score,database_score,ai_score,ml_score,web_score,data_science_score,interest_ai,interest_web,interest_data,interest_programming,interest_cloud,interest_security,preferred_elective
S0548,54.9,58.0,95.3,81.0,84.9,79.8,93.8,2,4,5,2,5,1,Data Science
S0549,80.6,78.3,39.0,44.8,62.7,70.1,3.3,4,4,3,1,2,3,Web Development
S0550,79.9,75.9,72.5,71.4,43.6,49.9,40.9,2,4,1,3,2,5,Cyber Security
S0551,75.8,46.5,39.8,45.1,79.9,75.8,60.1,2,2,5,3,4,2,Web Development
S0552,78.3,59.1,63.4,36.3,46.4,62.6,38.3,3,5,1,2,5,5,Cloud Computing
S0553,74.4,61.3,58.5,80.7,46.2,73.4,54.8,1,1,2,1,3,5,Cyber Security
S0554,100.0,64.5,33.7,25.9,67.2,55.5,57.5,4,1,5,5,4,3,Machine Learning
S0555,68.7,49.4,70.8,78.5,95.6,62.4,46.8,4,4,3,4,1,2,Machine Learning
S0556,65.4,60.6,59.3,54.9,92.5,67.5,61.3,5,5,1,3,3,4,Machine Learning
S0557,58.7,59.1,33.5,55.8,67.2,68.7,72.6,2,5,3,4,1,4,Web Development
S0558,54.5,81.6,77.6,68.2,69.2,72.4,55.3,3,4,1,2,1,3,Artificial Intelligence
S0559,51.3,82.1,86.5,71.6,75.8,56.3,50.9,3,2,2,2,3,1,Artificial Intelligence
S0560,56.7,67.8,87.4,43.5,34.9,44.9,56.7,4,2,5,4,2,4,Data Science
S0561,68.9,64.1,70.4,74.4,72.9,89.4,59.9,4,3,2,4,1,2,Web Development
S0562,75.0,72.1,65.7,62.3,45.3,100.0,25.2,5,2,5,4,1,1,Web Development
S0563,70.8,57.8,84.9,34.9,66.4,71.7,69.2,5,3,3,3,4,1,Cloud Computing
S0564,58.5,52.8,90.2,56.6,55.5,45.1,51.0,1,1,4,1,3,3,Cyber Security
S0565,83.5,55.9,82.0,87.6,70.0,53.4,85.2,2,2,4,4,2,1,Data Science
S0566,81.1,60.5,50.9,93.5,62.4,72.6,71.8,4,5,3,4,5,2,Web Development
S0567,67.6,52.5,68.0,74.3,0.0,85.1,83.4,3,4,1,3,2,2,Web Development
S0568,60.2,72.4,71.6,36.2,63.6,46.8,39.8,3,1,5,2,5,3,Cloud Computing
S0569,78.2,80.9,37.9,69.8,72.8,63.1,52.6,1,2,3,5,2,4,Machine Learning
S0570,72.8,46.2,72.0,77.0,68.9,67.9,35.2,3,2,4,2,1,3,Artificial Intelligence
S0571,48.3,70.4,99.1,74.5,57.9,78.0,45.9,4,2,3,2,1,3,Artificial Intelligence
S0572,69.0,66.7,74.6,75.7,92.8,59.8,85.0,1,4,4,4,2,1,Data Science
S0573,73.9,75.1,87.1,67.3,66.2,41.5,89.7,3,5,2,3,1,1,Data Science
S0574,56.5,69.8,67.7,58.6,68.8,74.3,37.0,5,4,5,3,1,5,Cyber Security
S0575,72.8,48.2,63.9,47.8,80.9,81.9,50.8,3,3,2,4,2,4,Web Development
S0576,48.2,51.1,70.7,22.0,67.3,63.8,58.5,5,1,4,2,5,1,Cloud Computing
S0577,90.0,70.4,52.8,66.8,42.0,71.1,71.7,2,1,3,1,2,3,Cyber Security
S0578,88.7,85.4,50.5,63.7,11.2,57.9,24.8,1,5,3,1,2,1,Web Development
S0579,66.2,36.8,84.0,71.2,50.5,52.3,27.9,4,4,1,5,5,1,Cloud Computing
S0580,75.5,75.2,85.6,33.2,75.2,80.4,69.8,2,3,2,3,2,2,Web Development
S0581,33.9,87.8,50.1,72.9,52.9,70.8,21.0,1,3,1,3,5,4,Cloud Computing
S0582,52.7,67.7,79.5,100.0,76.0,72.4,51.1,1,5,3,2,4,4,Artificial Intelligence
S0583,65.6,78.3,63.7,61.6,63.0,87.5,63.2,5,5,4,4,5,4,Web Development
S0584,53.9,59.5,70.1,58.8,85.8,49.2,68.3,4,1,3,5,3,1,Machine Learning
S0585,80.7,68.2,71.9,66.2,54.1,56.7,57.2,2,2,4,4,3,1,Cloud Computing
S0586,100.0,45.7,79.9,100.0,69.4,67.4,52.7,3,1,2,3,2,3,Cyber Security
S0587,52.4,34.8,66.2,39.5,70.1,56.5,76.9,2,2,2,3,3,5,Cyber Security
S0588,57.4,84.1,86.2,64.1,90.0,76.7,65.7,1,4,3,5,4,4,Machine Learning
S0589,73.5,55.2,69.6,44.0,25.9,62.2,47.1,5,2,2,5,5,4,Cloud Computing
S0590,94.2,63.2,74.4,49.1,50.8,50.1,60.8,5,1,5,2,1,1,Machine Learning
S0591,51.7,49.2,52.5,59.0,77.0,66.0,67.7,2,3,5,5,1,5,Web Development
S0592,73.7,48.9,97.4,86.9,90.9,67.6,94.4,2,3,3,5,1,5,Cyber Security
S0593,97.3,67.4,72.0,96.0,64.8,79.0,75.7,5,4,4,5,4,3,Web Development
S0594,45.2,59.1,75.7,69.0,54.1,70.9,84.3,3,1,1,1,1,2,Data Science
S0595,50.8,75.7,40.9,52.5,75.1,71.9,47.8,2,2,1,1,5,4,Cloud Computing
S0596,63.6,76.8,52.7,100.0,77.4,69.8,49.5,2,4,2,2,2,4,Artificial Intelligence
S0597,62.2,74.8,83.6,51.4,52.8,62.2,55.3,3,4,2,4,2,5,Cyber Security
S0598,82.2,73.6,69.3,48.6,66.6,54.3,57.1,3,5,2,1,5,1,Cloud Computing
S0599,73.6,93.7,36.3,24.5,83.6,69.3,39.8,1,5,3,1,4,3,Web Development
S0600,43.4,54.0,80.6,87.9,97.8,60.0,85.3,3,5,4,1,3,4,Artificial Intelligence
S0601,77.7,69.2,56.8,79.4,74.9,90.3,77.7,3,3,3,1,5,2,Cloud Computing
S0602,61.3,87.0,86.2,100.0,60.9,85.1,53.9,2,5,3,5,4,5,Web Development
S0603,89.1,89.0,63.7,32.2,58.9,74.5,72.8,2,3,1,4,4,1,Web Development
S0604,60.6,48.7,68.1,89.2,71.1,70.7,64.5,3,5,2,4,2,1,Web Development
S0605,60.5,65.3,82.7,61.4,57.7,63.7,74.4,2,2,5,2,5,4,Cloud Computing
S0606,78.1,90.4,51.5,76.1,63.8,46.1,33.1,5,3,5,4,4,1,Machine Learning
S0607,81.4,77.6,50.1,27.0,38.8,61.8,57.1,3,4,1,4,5,3,Cloud Computing
S0608,76.7,72.9,62.1,89.4,85.9,66.5,58.8,3,2,1,3,5,2,Machine Learning
S0609,44.7,66.7,77.4,75.7,37.2,68.4,72.5,2,1,5,5,3,4,Data Science
S0610,78.1,64.2,45.0,59.2,51.4,72.0,47.4,5,5,1,3,2,1,Web Development
S0611,54.5,74.3,40.0,72.9,62.0,78.8,10.0,1,3,3,2,5,2,Cloud Computing
S0612,73.5,66.2,77.4,44.7,99.8,54.6,38.4,3,5,5,4,5,5,Machine Learning
S0613,48.6,69.4,56.0,48.4,51.5,54.8,58.8,1,2,4,5,1,2,Data Science
S0614,76.7,71.2,59.1,50.7,46.7,86.8,61.3,4,5,3,5,4,3,Web Development
S0615,57.9,59.8,37.1,22.9,49.0,76.6,93.7,2,4,2,3,4,5,Web Development
S0616,50.8,78.0,54.8,77.2,93.2,59.1,71.7,2,4,4,3,4,4,Artificial Intelligence
S0617,80.7,100.0,64.9,83.8,3.8,63.4,61.6,1,4,4,5,5,4,Cloud Computing
S0618,73.6,43.3,79.0,46.0,39.9,63.5,59.4,4,2,5,4,2,5,Cyber Security
S0619,60.8,74.9,53.4,67.0,100.0,65.5,82.1,2,5,3,3,5,4,Machine Learning
S0620,91.8,58.6,89.9,54.7,71.8,72.1,48.2,2,5,5,2,4,5,Cyber Security
S0621,63.4,78.7,54.7,66.6,37.9,100.0,57.2,5,4,4,5,1,3,Web Development
S0622,70.5,70.7,54.8,47.4,59.2,67.8,38.2,1,5,1,5,3,5,Web Development
S0623,74.0,81.4,88.1,42.3,61.3,74.9,88.4,3,5,2,1,1,4,Cyber Security
S0624,60.7,87.6,68.2,81.0,76.9,39.7,67.8,1,4,4,1,5,2,Data Science
S0625,77.1,72.9,56.7,58.7,96.8,57.7,45.8,1,3,1,1,4,3,Machine Learning
S0626,62.0,87.0,62.7,100.0,67.8,83.4,57.7,1,5,4,2,5,2,Web Development
S0627,63.8,34.8,85.3,60.9,49.2,71.0,70.2,1,1,2,1,4,2,Cloud Computing
S0628,90.4,93.9,87.0,41.5,75.7,0.0,55.0,5,3,2,5,2,2,Machine Learning
S0629,54.4,75.6,52.7,84.5,46.0,75.1,49.3,3,5,3,5,3,3,Web Development
S0630,33.8,86.2,64.4,72.6,39.3,93.8,46.9,5,5,5,1,5,2,Web Development
S0631,94.2,51.7,66.4,74.5,24.8,35.1,66.8,2,2,5,5,1,4,Cyber Security
S0632,100.0,57.5,50.2,83.8,28.7,87.8,52.8,4,1,3,1,5,2,Cloud Computing
S0633,63.9,72.2,64.2,46.9,42.1,23.4,50.9,1,2,1,4,3,3,Cyber Security
S0634,40.9,69.7,65.1,57.5,36.4,79.1,33.3,1,5,5,2,3,1,Web Development
S0635,65.3,74.2,82.1,56.6,66.3,64.9,61.6,1,3,5,1,4,2,Data Science
S0636,65.7,86.3,83.1,34.2,36.0,29.8,56.4,5,1,4,3,1,2,Data Science
S0637,67.2,43.5,60.1,54.7,0.0,71.7,53.6,4,1,4,5,1,5,Cyber Security
S0638,53.3,84.6,61.8,86.7,39.1,82.3,64.0,4,2,3,5,1,3,Artificial Intelligence
S0639,78.7,70.1,75.0,64.7,50.6,70.5,75.0,5,2,1,1,4,1,Cloud Computing
S0640,77.9,66.9,56.2,33.1,47.9,73.8,74.0,2,1,1,5,1,2,Web Development
S0641,47.6,47.9,73.8,28.9,90.4,58.8,71.1,4,3,1,2,4,4,Machine Learning
S0642,80.5,77.5,63.7,93.3,47.7,37.1,55.2,3,3,5,3,1,1,Artificial Intelligence
S0643,100.0,33.8,50.5,58.2,77.6,75.4,48.7,3,1,1,1,4,1,Cloud Computing
S0644,72.6,79.7,50.6,47.1,59.6,91.2,39.1,4,2,3,5,5,2,Web Development
S0645,64.9,47.6,86.7,54.5,59.2,81.9,48.1,3,4,2,4,3,2,Web Development
S0646,67.9,70.8,62.7,30.5,43.3,35.2,60.4,1,5,1,4,2,3,Web Development
S0647,79.2,68.2,89.6,88.5,58.8,42.3,44.3,1,5,5,4,3,1,Cloud Computing
S0648,44.0,87.5,57.3,52.1,44.7,52.3,61.9,3,3,1,5,4,4,Machine Learning
S0649,72.5,67.3,69.4,87.3,63.4,41.1,40.7,3,1,5,1,4,2,Artificial Intelligence
S0650,64.1,59.6,100.0,61.0,55.3,65.7,26.8,4,5,4,2,4,4,Cloud Computing
S0651,97.7,62.4,49.1,88.6,41.1,70.9,76.4,3,5,4,1,3,3,Web Development
S0652,67.4,89.1,36.5,65.1,79.8,43.5,50.5,1,2,1,3,4,2,Machine Learning
S0653,95.0,78.0,84.3,77.1,68.5,76.7,43.3,2,3,5,3,2,3,Web Development
S0654,53.4,64.2,52.6,74.4,51.0,74.0,38.1,3,1,3,1,2,1,Artificial Intelligence
S0655,78.8,66.5,64.7,72.5,62.9,56.8,68.5,5,5,3,4,5,4,Cloud Computing
S0656,74.8,46.5,56.2,67.0,58.3,62.4,87.5,3,4,4,1,3,2,Web Development
S0657,57.0,75.8,69.0,55.3,42.6,35.8,51.9,4,1,2,4,5,2,Cloud Computing
S0658,72.7,43.6,50.7,98.3,61.4,60.0,55.7,4,4,2,4,4,1,Artificial Intelligence
S0659,88.2,81.3,62.3,41.9,47.6,65.1,81.4,2,3,2,5,3,2,Web Development
S0660,65.1,71.9,71.7,60.1,41.1,67.5,23.8,5,3,3,1,3,2,Cloud Computing
S0661,44.6,100.0,49.9,60.3,27.5,70.7,99.3,4,2,4,5,4,2,Data Science
S0662,69.7,53.5,54.5,68.0,52.8,68.7,100.0,5,5,2,3,1,5,Web Development
S0663,56.5,68.5,59.8,51.4,71.3,61.0,5.9,4,3,2,5,3,2,Machine Learning
S0664,64.9,97.0,43.6,66.3,46.1,69.3,58.0,4,5,5,4,4,1,Web Development
S0665,68.8,87.9,58.7,56.6,100.0,80.0,45.6,1,1,3,4,1,3,Machine Learning
S0666,44.4,59.6,66.8,28.4,77.7,63.6,54.7,3,3,5,1,1,2,Data Science
S0667,45.8,73.4,59.0,60.2,86.1,69.8,51.6,1,2,2,4,1,3,Machine Learning
S0668,77.2,70.0,60.9,38.0,75.9,62.2,76.2,4,5,2,3,3,4,Web Development
S0669,62.2,74.2,64.7,25.3,97.1,55.3,57.7,4,3,2,5,2,1,Machine Learning
S0670,31.5,59.5,55.2,62.7,44.3,72.8,41.8,3,4,3,4,3,3,Web Development
S0671,81.8,68.7,75.4,69.8,8.8,56.7,56.6,2,1,4,1,1,1,Data Science
S0672,74.1,46.0,86.5,70.5,51.1,70.8,70.3,1,4,3,5,2,1,Web Development
S0673,59.3,72.0,58.0,71.3,71.2,65.4,36.3,4,1,2,1,1,1,Artificial Intelligence
S0674,50.2,76.8,72.3,21.3,63.0,60.4,27.1,4,2,5,2,5,1,Cloud Computing
S0675,82.5,66.6,61.4,32.8,65.5,60.1,99.9,3,2,3,2,3,2,Data Science
S0676,75.2,45.8,70.5,99.5,86.4,57.4,47.2,4,1,2,5,1,5,Artificial Intelligence
S0677,100.0,84.8,88.5,39.1,67.6,40.3,57.3,4,3,1,1,3,5,Cyber Security
S0678,76.3,75.5,72.6,72.2,76.0,70.7,52.0,3,2,3,5,5,1,Cloud Computing
S0679,75.8,59.1,38.4,46.3,41.2,68.5,71.0,1,3,4,2,5,5,Cloud Computing
S0680,67.5,65.8,71.8,61.6,38.1,77.7,95.5,5,4,5,4,5,4,Data Science
S0681,82.3,47.5,83.5,47.3,92.3,57.0,71.6,3,1,2,1,3,3,Machine Learning
S0682,79.4,54.6,61.7,71.2,62.0,93.4,29.6,4,4,1,2,2,4,Web Development
S0683,88.8,61.9,79.9,62.7,47.5,59.3,32.3,5,2,5,4,2,3,Cyber Security
S0684,62.2,88.4,54.6,51.0,47.6,51.9,52.0,2,2,3,4,2,2,Machine Learning
S0685,63.5,60.4,42.7,39.0,47.0,50.1,54.6,4,3,1,5,5,3,Cloud Computing
S0686,62.8,79.6,67.1,65.4,45.8,39.0,25.6,1,4,1,5,1,4,Cyber Security
S0687,81.9,61.9,38.7,35.7,34.3,88.0,76.4,5,4,3,3,5,4,Web Development
S0688,92.5,73.7,61.4,68.5,30.0,85.6,38.3,1,1,4,2,5,1,Cloud Computing
S0689,63.1,67.9,84.3,100.0,56.1,74.0,89.9,3,3,2,2,5,5,Cloud Computing
S0690,63.6,83.1,36.4,87.0,48.1,51.6,96.4,2,2,2,5,4,2,Data Science
S0691,74.7,62.0,45.8,74.4,82.1,92.2,55.0,1,2,4,4,5,5,Web Development
S0692,66.3,46.4,49.5,58.3,65.9,59.7,68.8,3,5,5,5,1,2,Web Development
S0693,84.3,49.3,64.1,21.2,65.3,61.0,35.4,5,1,3,3,5,1,Cloud Computing
S0694,36.2,62.0,59.5,33.6,45.1,86.6,72.5,1,3,3,3,3,5,Web Development
S0695,57.6,51.3,86.0,85.7,57.6,74.9,50.0,2,3,2,5,5,3,Cloud Computing
S0696,58.3,76.2,79.3,44.2,67.2,98.0,38.3,1,2,1,4,1,2,Web Development
S0697,35.2,63.0,72.4,46.0,74.3,68.7,54.2,1,4,1,2,5,1,Cloud Computing
S0698,55.5,100.0,67.2,56.7,58.1,59.0,50.7,2,3,5,3,3,1,Data Science
S0699,56.3,43.9,70.9,38.8,81.6,55.8,53.5,3,4,1,2,1,1,Machine Learning
S0700,67.0,73.1,52.1,35.5,60.2,37.3,79.0,4,2,5,4,3,5,Data Science
S0701,86.7,53.1,77.9,59.0,75.9,60.8,44.3,4,5,2,1,1,1,Web Development
S0702,66.3,62.6,48.3,42.2,50.2,82.2,94.7,4,4,4,5,1,1,Web Development
S0703,54.5,72.1,77.5,45.2,23.7,74.0,33.5,4,2,5,5,3,5,Cyber Security
S0704,69.1,35.1,82.8,44.4,65.4,65.3,92.3,2,5,4,1,5,5,Cloud Computing
S0705,85.7,73.6,68.2,70.4,74.5,50.1,39.7,5,5,4,4,1,2,Machine Learning
S0706,55.4,98.5,62.4,55.4,71.5,68.4,60.0,1,3,2,1,2,4,Cyber Security
S0707,56.3,63.2,71.0,56.4,68.4,80.2,50.2,4,1,3,2,2,3,Machine Learning
S0708,78.4,73.9,22.1,71.9,53.0,71.5,53.1,1,3,4,2,3,3,Web Development
S0709,66.7,85.4,69.5,57.2,43.9,67.5,76.0,4,4,3,3,1,2,Data Science
S0710,79.7,67.5,63.3,54.4,71.0,53.0,90.0,1,2,1,5,4,4,Cyber Security
S0711,69.8,61.3,64.2,69.4,68.5,78.0,83.8,2,1,5,3,3,5,Cyber Security
S0712,80.5,35.9,75.6,73.4,48.8,18.0,51.9,2,3,1,2,5,4,Cloud Computing
S0713,54.5,79.6,63.9,57.1,82.2,70.7,63.7,4,5,5,1,2,5,Cyber Security
S0714,69.8,68.3,47.9,61.6,42.3,100.0,44.4,1,2,5,5,3,1,Web Development
S0715,66.8,54.8,62.9,44.4,48.3,42.4,40.2,2,3,1,2,1,4,Cyber Security
S0716,51.8,71.9,66.0,42.8,92.7,61.4,37.1,2,1,4,3,5,5,Machine Learning
S0717,46.5,61.2,66.7,75.4,77.4,64.9,51.2,4,4,4,1,5,3,Artificial Intelligence
S0718,80.3,62.1,67.4,68.9,52.8,58.1,65.0,5,5,2,2,2,5,Cyber Security
S0719,64.7,79.1,80.6,69.1,65.7,80.5,21.8,4,4,5,3,3,2,Web Development
S0720,54.7,49.9,48.7,65.6,63.1,72.1,59.1,3,3,1,5,5,5,Web Development
S0721,68.6,85.7,67.6,60.9,5.1,67.3,90.3,2,1,2,2,2,5,Cyber Security
S0722,86.9,49.0,84.3,73.9,41.9,77.0,82.4,5,3,5,3,2,4,Cyber Security
S0723,35.8,60.1,39.0,78.7,59.0,65.3,48.3,1,5,4,5,2,4,Web Development
S0724,47.6,98.8,67.7,78.2,52.9,100.0,32.1,1,1,1,2,4,3,Cloud Computing
S0725,56.2,86.9,56.2,58.0,64.9,67.3,69.2,2,2,1,2,2,2,Machine Learning
S0726,91.9,71.5,59.4,87.7,82.6,67.9,13.7,2,5,2,1,1,3,Web Development
S0727,74.2,55.9,51.4,64.6,53.6,39.3,82.2,3,3,1,5,1,5,Cyber Security
S0728,81.5,62.1,62.5,72.6,38.8,56.8,55.7,5,1,1,1,5,1,Cloud Computing
S0729,52.9,71.1,92.6,65.6,66.5,82.2,96.6,4,1,3,2,5,2,Data Science
S0730,53.2,70.6,46.0,64.9,53.5,45.0,25.5,2,3,1,1,5,3,Cloud Computing
S0731,76.7,68.6,47.5,45.3,56.9,32.6,78.4,2,3,2,4,2,2,Machine Learning
S0732,70.9,69.5,45.5,74.0,54.2,65.5,58.0,4,5,2,2,3,4,Web Development
S0733,78.2,66.8,90.9,100.0,100.0,85.6,53.4,2,5,5,4,3,2,Web Development
S0734,67.2,48.4,58.1,52.5,15.2,65.6,32.6,5,3,5,4,3,4,Web Development
S0735,74.2,62.3,64.6,61.4,52.2,60.0,71.9,3,3,5,1,1,1,Data Science
S0736,72.4,83.7,59.0,51.1,59.9,37.1,73.5,3,5,2,2,3,2,Machine Learning
S0737,81.7,49.5,50.8,50.2,44.4,71.8,95.7,5,4,3,1,1,4,Web Development
S0738,82.1,67.2,61.5,90.9,78.0,74.9,80.2,2,2,3,1,2,3,Artificial Intelligence
S0739,45.7,57.7,100.0,46.5,76.3,38.3,48.1,3,4,5,3,2,4,Data Science
S0740,36.3,71.7,85.9,50.5,59.0,82.0,39.9,3,4,4,2,4,4,Web Development
S0741,85.0,64.2,52.2,28.3,54.6,76.5,32.6,2,2,5,1,5,2,Cloud Computing
S0742,87.8,92.2,74.7,44.8,57.8,82.0,89.5,1,5,3,3,4,3,Web Development
S0743,54.7,77.6,52.5,25.8,57.9,73.8,44.4,2,2,5,3,3,5,Cyber Security
S0744,42.1,50.3,38.4,72.6,58.4,74.8,89.6,1,3,4,5,3,5,Web Development
S0745,71.5,80.1,80.3,100.0,56.2,72.8,70.5,4,3,4,4,3,1,Artificial Intelligence
S0746,84.0,58.4,82.4,52.7,65.0,78.0,66.6,1,4,4,2,1,4,Web Development
S0747,97.0,61.3,80.7,26.7,75.1,37.7,53.9,2,5,2,3,5,3,Cloud Computing
S0748,77.7,74.7,58.0,78.0,35.4,42.5,73.2,5,2,4,1,5,1,Cloud Computing
S0749,64.4,62.6,62.5,45.5,39.0,54.0,59.7,3,2,2,2,2,4,Cyber Security
S0750,56.6,83.4,76.2,86.0,25.0,63.1,52.6,4,4,4,3,1,1,Data Science
S0751,70.2,58.4,70.9,54.4,77.3,70.8,73.9,4,5,2,1,1,2,Web Development
S0752,65.5,60.7,59.1,47.4,65.0,69.9,57.1,2,5,4,5,4,4,Web Development
S0753,54.8,60.2,40.7,56.4,70.1,81.8,44.0,4,4,3,3,1,5,Web Development
S0754,100.0,61.5,66.7,75.2,31.4,82.2,72.0,2,4,4,4,1,3,Web Development
S0755,96.8,86.5,81.2,55.5,95.7,51.9,58.7,4,4,2,2,4,5,Cyber Security
S0756,87.0,79.4,47.0,50.1,47.8,68.6,69.8,4,5,4,5,1,5,Web Development
S0757,56.2,95.6,74.6,56.0,63.4,52.3,50.9,5,1,5,2,1,3,Data Science
S0758,82.8,100.0,70.0,34.6,77.1,62.2,35.8,5,3,1,5,1,1,Machine Learning
S0759,79.6,54.5,76.3,67.9,40.3,69.8,94.7,1,1,2,3,4,4,Cloud Computing
S0760,76.6,71.1,78.1,24.3,49.1,13.9,90.9,2,3,4,4,2,1,Data Science
S0761,88.7,52.4,54.6,51.1,63.6,100.0,77.7,3,2,5,2,2,5,Web Development
S0762,79.5,58.3,40.7,75.2,100.0,73.5,52.2,2,2,4,5,4,2,Machine Learning
S0763,81.1,60.5,57.0,66.1,66.0,56.1,54.0,4,5,3,1,1,4,Cyber Security
S0764,79.6,54.1,78.3,71.8,92.1,93.9,87.6,5,4,2,1,3,4,Web Development
S0765,75.1,54.2,56.9,58.7,84.1,59.8,52.9,2,3,5,3,3,3,Machine Learning
S0766,43.2,67.8,54.6,83.4,67.4,67.0,47.3,5,5,5,5,4,5,Artificial Intelligence
S0767,71.3,51.7,37.7,78.5,40.2,57.7,97.4,5,1,5,5,4,4,Data Science
S0768,61.7,82.6,91.3,68.9,81.2,89.8,59.0,5,4,2,5,4,5,Machine Learning
S0769,50.8,56.2,77.4,78.6,30.0,63.4,95.4,1,1,3,3,2,1,Data Science
S0770,95.2,100.0,76.5,75.0,92.0,67.2,32.0,2,2,2,5,1,3,Machine Learning
S0771,95.9,63.2,79.5,51.2,64.0,83.1,70.4,1,1,5,3,3,5,Cyber Security
S0772,90.4,71.1,73.7,33.1,7.0,73.8,100.0,1,3,5,3,1,5,Cyber Security
S0773,73.8,50.6,61.3,68.4,53.2,64.2,60.6,1,4,1,1,3,3,Web Development
S0774,90.3,95.6,62.5,70.9,73.1,81.7,54.7,3,4,2,4,4,1,Web Development
S0775,70.2,86.8,58.6,81.8,55.3,100.0,36.6,1,3,3,2,5,2,Web Development
S0776,73.0,74.5,100.0,41.3,74.3,69.8,81.6,2,5,3,1,4,3,Cloud Computing
S0777,53.6,49.8,73.3,41.9,43.0,66.8,44.6,5,2,3,2,5,4,Cloud Computing
S0778,76.0,73.2,58.0,69.2,33.9,67.6,58.1,5,1,2,4,3,5,Cyber Security
S0779,70.9,53.2,72.0,58.6,58.6,84.7,35.3,5,1,4,2,3,1,Cloud Computing
S0780,50.5,91.9,49.8,22.3,60.6,56.0,91.1,1,1,5,2,2,2,Data Science
S0781,69.2,82.1,87.6,67.5,53.0,60.8,83.1,4,3,5,2,4,2,Data Science
S0782,68.8,71.4,55.1,23.0,84.5,41.9,59.4,4,3,3,3,5,5,Machine Learning
S0783,97.0,33.5,72.5,41.1,43.0,47.2,36.9,1,5,5,4,2,1,Web Development
S0784,83.4,55.2,81.0,87.0,66.3,57.2,90.7,5,1,4,4,1,2,Data Science
S0785,70.2,80.3,70.8,96.5,61.4,64.2,52.7,3,2,1,1,1,2,Artificial Intelligence
S0786,73.7,88.2,66.4,35.7,28.9,91.5,37.9,5,5,4,2,4,1,Web Development
S0787,70.7,86.6,65.2,53.4,33.6,73.0,24.8,1,1,2,4,4,4,Cyber Security
S0788,67.0,46.1,64.2,60.9,60.2,51.3,47.1,4,3,4,2,1,3,Cyber Security
S0789,53.8,74.5,56.3,95.6,99.6,54.1,30.9,1,1,4,1,1,3,Artificial Intelligence
S0790,67.7,85.2,58.3,50.1,71.6,85.6,47.5,5,3,5,2,4,5,Cyber Security
S0791,58.8,45.1,87.2,50.5,25.5,81.9,74.9,4,5,5,4,2,3,Web Development
S0792,51.2,69.9,63.4,91.0,0.0,65.4,52.5,1,2,5,4,3,2,Data Science
S0793,77.7,74.1,53.2,52.5,74.7,58.4,67.1,2,2,3,1,2,2,Machine Learning
S0794,75.9,65.5,57.3,74.4,58.1,81.9,45.5,2,3,3,4,4,5,Web Development
S0795,43.2,42.2,81.5,30.5,82.8,50.1,61.3,1,4,3,1,4,3,Cloud Computing
S0796,68.2,65.1,75.1,56.6,42.4,70.9,98.4,1,5,5,4,1,1,Data Science
S0797,84.9,65.1,73.4,26.8,67.0,99.1,53.0,5,1,2,3,1,4,Web Development
S0798,85.9,67.8,61.1,38.9,76.9,68.1,67.7,5,3,3,1,3,4,Machine Learning
S0799,85.4,61.5,73.6,76.8,51.1,53.4,28.7,3,4,4,2,4,2,Cloud Computing
S0800,70.6,63.4,55.3,59.0,51.5,71.2,90.4,5,1,1,5,1,3,Machine Learning
S0801,57.3,69.4,61.1,53.6,60.5,57.9,50.5,4,5,4,3,1,3,Web Development
S0802,53.7,76.6,79.5,45.0,70.9,44.1,81.0,1,2,2,4,4,1,Data Science
S0803,75.2,65.4,78.1,55.6,59.7,75.5,57.5,4,3,2,4,3,1,Web Development
S0804,75.7,63.9,50.3,66.0,79.5,81.8,72.2,1,5,4,1,1,4,Web Development
S0805,89.3,71.4,52.2,79.7,50.8,60.3,73.4,5,4,1,5,4,4,Web Development
S0806,86.5,41.2,66.6,7.5,33.4,59.3,51.0,2,5,1,2,1,4,Web Development
S0807,68.0,77.2,90.9,43.4,99.5,50.6,81.8,1,4,3,4,2,2,Machine Learning
S0808,51.3,70.0,36.3,63.2,47.9,62.8,44.8,2,2,3,3,4,3,Cloud Computing
S0809,65.2,70.6,69.2,58.0,48.6,56.6,75.6,4,4,1,3,2,5,Cyber Security
S0810,73.3,84.4,44.4,68.1,58.7,49.8,52.2,5,4,2,2,1,2,Artificial Intelligence
S0811,67.0,40.7,55.5,65.4,61.3,93.4,67.0,3,2,2,5,5,4,Web Development
S0812,61.3,40.4,59.5,53.9,52.3,72.0,50.8,1,1,3,1,2,1,Web Development
S0813,73.8,74.1,58.7,49.5,59.7,73.6,61.0,5,4,2,5,3,1,Web Development
S0814,62.4,69.9,57.0,55.1,59.2,78.3,38.5,4,3,1,2,5,5,Cloud Computing
S0815,60.6,72.6,65.1,83.0,63.5,76.6,65.0,3,4,3,5,5,1,Web Development
S0816,74.7,63.1,57.0,45.4,12.9,58.8,60.9,3,1,5,1,5,4,Cloud Computing
S0817,64.0,80.0,43.1,58.7,97.6,69.1,49.2,5,3,3,1,2,3,Machine Learning
S0818,73.7,84.0,76.7,63.7,57.1,61.0,58.9,2,5,2,1,5,5,Cyber Security
S0819,74.1,77.3,76.3,91.2,71.6,71.6,62.7,1,5,3,3,1,3,Web Development
S0820,52.9,66.1,77.6,54.0,32.4,70.1,47.7,1,5,1,2,2,4,Web Development
S0821,62.8,38.4,41.9,79.2,50.6,59.3,57.4,4,2,2,3,1,5,Cyber Security
S0822,91.6,81.5,69.5,84.6,46.6,45.1,39.9,5,1,3,5,3,5,Cyber Security
